name,dgbas_id
楠梓區澤仁里,6801300-002
楠梓區羅浮里,6801300-009
楠梓區義盛里,6801300-003
楠梓區華陵里,6801300-008
楠梓區長興里,6801300-005
楠梓區霞雲里,6801300-004
楠梓區高義里,6801300-010
楠西區,6702400
楠西區三光里,6801300-006
楠西區三民里,6801300-001
楠西區奎輝里,6801300-007
楠西區澤仁里,6801300-002
楠西區羅浮里,6801300-009
楠西區義盛里,6801300-003
楠西區華陵里,6801300-008
楠西區長興里,6801300-005
楠西區霞雲里,6801300-004
楠西區高義里,6801300-010
樹林區,6500700
樹林區三光里,6801300-006
樹林區三民里,6801300-001
樹林區奎輝里,6801300-007
樹林區澤仁里,6801300-002
樹林區羅浮里,6801300-009
樹林區義盛里,6801300-003
樹林區華陵里,6801300-008
樹林區長興里,6801300-005
樹林區霞雲里,6801300-004
樹林區高義里,6801300-010
橋頭區,6402000
橋頭區三光里,6801300-006
橋頭區三民里,6801300-001
橋頭區奎輝里,6801300-007
橋頭區澤仁里,6801300-002
橋頭區羅浮里,6801300-009
橋頭區義盛里,6801300-003
橋頭區華陵里,6801300-008
橋頭區長興里,6801300-005
橋頭區霞雲里,6801300-004
橋頭區高義里,6801300-010
橫山鄉,1000408
橫山鄉三光里,6801300-006
橫山鄉三民里,6801300-001
橫山鄉奎輝里,6801300-007
橫山鄉澤仁里,6801300-002
橫山鄉羅浮里,6801300-009
橫山鄉義盛里,6801300-003
橫山鄉華陵里,6801300-008
橫山鄉長興里,6801300-005
橫山鄉霞雲里,6801300-004
橫山鄉高義里,6801300-010
歸仁區,6702800
歸仁區三光里,6801300-006
歸仁區三民里,6801300-001
歸仁區奎輝里,6801300-007
歸仁區澤仁里,6801300-002
歸仁區羅浮里,6801300-009
歸仁區義盛里,6801300-003
歸仁區華陵里,6801300-008
歸仁區長興里,6801300-005
歸仁區霞雲里,6801300-004
歸仁區高義里,6801300-010
民雄鄉,1001005
民雄鄉三光里,6801300-006
民雄鄉三民里,6801300-001
民雄鄉奎輝里,6801300-007
民雄鄉澤仁里,6801300-002
民雄鄉羅浮里,6801300-009
民雄鄉義盛里,6801300-003
民雄鄉華陵里,6801300-008
民雄鄉長興里,6801300-005
民雄鄉霞雲里,6801300-004
民雄鄉高義里,6801300-010
水上鄉,1001012
水上鄉三光里,6801300-006
水上鄉三民里,6801300-001
水上鄉奎輝里,6801300-007
水上鄉澤仁里,6801300-002
水上鄉羅浮里,6801300-009
水上鄉義盛里,6801300-003
水上鄉華陵里,6801300-008
水上鄉長興里,6801300-005
水上鄉霞雲里,6801300-004
水上鄉高義里,6801300-010
水林鄉,1000920
水林鄉三光里,6801300-006
水林鄉三民里,6801300-001
水林鄉奎輝里,6801300-007
水林鄉澤仁里,6801300-002
水林鄉羅浮里,6801300-009
水林鄉義盛里,6801300-003
水林鄉華陵里,6801300-008
水林鄉長興里,6801300-005
水林鄉霞雲里,6801300-004
水林鄉高義里,6801300-010
水里鄉,1000811
水里鄉三光里,6801300-006
水里鄉三民里,6801300-001
水里鄉奎輝里,6801300-007
水里鄉澤仁里,6801300-002
水里鄉羅浮里,6801300-009
水里鄉義盛里,6801300-003
水里鄉華陵里,6801300-008
水里鄉長興里,6801300-005
水里鄉霞雲里,6801300-004
水里鄉高義里,6801300-010
永和區,6500400
永和區三光里,6801300-006
永和區三民里,6801300-001
永和區奎輝里,6801300-007
永和區澤仁里,6801300-002
永和區羅浮里,6801300-009
永和區義盛里,6801300-003
永和區華陵里,6801300-008
永和區長興里,6801300-005
永和區霞雲里,6801300-004
永和區高義里,6801300-010
永安區,6402700
永安區三光里,6801300-006
永安區三民里,6801300-001
永安區奎輝里,6801300-007
永安區澤仁里,6801300-002
永安區羅浮里,6801300-009
永安區義盛里,6801300-003
永安區華陵里,6801300-008
永安區長興里,6801300-005
永安區霞雲里,6801300-004
永安區高義里,6801300-010
永康區,6703100
永康區三光里,6801300-006
永康區奎輝里,6801300-007
永康區澤仁里,6801300-002
永康區羅浮里,6801300-009
永康區義盛里,6801300-003
永康區華陵里,6801300-008
永康區長興里,6801300-005
永康區霞雲里,6801300-004
永康區高義里,6801300-010
永靖鄉,1000716
永靖鄉三光里,6801300-006
永靖鄉三民里,6801300-001
永靖鄉奎輝里,6801300-007
永靖鄉澤仁里,6801300-002
永靖鄉羅浮里,6801300-009
永靖鄉義盛里,6801300-003
永靖鄉華陵里,6801300-008
永靖鄉長興里,6801300-005
永靖鄉霞雲里,6801300-004
永靖鄉高義里,6801300-010
汐止區,6501100
汐止區三光里,6801300-006
汐止區三民里,6801300-001
汐止區奎輝里,6801300-007
汐止區澤仁里,6801300-002
汐止區羅浮里,6801300-009
汐止區義盛里,6801300-003
汐止區華陵里,6801300-008
汐止區長興里,6801300-005
汐止區霞雲里,6801300-004
汐止區高義里,6801300-010
池上鄉,1001406
池上鄉三光里,6801300-006
池上鄉三民里,6801300-001
池上鄉奎輝里,6801300-007
池上鄉澤仁里,6801300-002
池上鄉羅浮里,6801300-009
池上鄉義盛里,6801300-003
池上鄉華陵里,6801300-008
池上鄉長興里,6801300-005
池上鄉霞雲里,6801300-004
池上鄉高義里,6801300-010
沙鹿區,6601300
沙鹿區三光里,6801300-006
沙鹿區三民里,6801300-001
沙鹿區奎輝里,6801300-007
沙鹿區澤仁里,6801300-002
沙鹿區羅浮里,6801300-009
沙鹿區義盛里,6801300-003
沙鹿區華陵里,6801300-008
沙鹿區長興里,6801300-005
沙鹿區霞雲里,6801300-004
沙鹿區高義里,6801300-010
泰安鄉,1000518
泰安鄉三光里,6801300-006
泰安鄉三民里,6801300-001
泰安鄉奎輝里,6801300-007
泰安鄉澤仁里,6801300-002
泰安鄉羅浮里,6801300-009
泰安鄉義盛里,6801300-003
泰安鄉華陵里,6801300-008
泰安鄉長興里,6801300-005
泰安鄉霞雲里,6801300-004
泰安鄉高義里,6801300-010
泰山區,6501600
泰山區三光里,6801300-006
泰山區三民里,6801300-001
泰山區奎輝里,6801300-007
泰山區澤仁里,6801300-002
泰山區羅浮里,6801300-009
泰山區義盛里,6801300-003
泰山區華陵里,6801300-008
泰山區長興里,6801300-005
泰山區霞雲里,6801300-004
泰山區高義里,6801300-010
泰武鄉,1001329
泰武鄉三光里,6801300-006
泰武鄉三民里,6801300-001
泰武鄉奎輝里,6801300-007
泰武鄉澤仁里,6801300-002
泰武鄉羅浮里,6801300-009
泰武鄉義盛里,6801300-003
泰武鄉華陵里,6801300-008
泰武鄉長興里,6801300-005
泰武鄉霞雲里,6801300-004
泰武鄉高義里,6801300-010
海端鄉,1001412
海端鄉三光里,6801300-006
海端鄉三民里,6801300-001
海端鄉奎輝里,6801300-007
海端鄉澤仁里,6801300-002
海端鄉羅浮里,6801300-009
海端鄉義盛里,6801300-003
海端鄉華陵里,6801300-008
海端鄉長興里,6801300-005
海端鄉霞雲里,6801300-004
海端鄉高義里,6801300-010
淡水區,6501000
淡水區三光里,6801300-006
淡水區三民里,6801300-001
淡水區奎輝里,6801300-007
淡水區澤仁里,6801300-002
淡水區羅浮里,6801300-009
淡水區義盛里,6801300-003
淡水區華陵里,6801300-008
淡水區長興里,6801300-005
淡水區霞雲里,6801300-004
淡水區高義里,6801300-010
深坑區,6501800
深坑區三光里,6801300-006
深坑區三民里,6801300-001
深坑區奎輝里,6801300-007
深坑區澤仁里,6801300-002
深坑區羅浮里,6801300-009
深坑區義盛里,6801300-003
深坑區華陵里,6801300-008
深坑區長興里,6801300-005
深坑區霞雲里,6801300-004
深坑區高義里,6801300-010
清水區,6601200
清水區三光里,6801300-006
清水區三民里,6801300-001
清水區奎輝里,6801300-007
清水區澤仁里,6801300-002
清水區羅浮里,6801300-009
清水區義盛里,6801300-003
清水區華陵里,6801300-008
清水區長興里,6801300-005
清水區霞雲里,6801300-004
清水區高義里,6801300-010
湖內區,6402500
湖內區三光里,6801300-006
湖內區三民里,6801300-001
湖內區奎輝里,6801300-007
湖內區澤仁里,6801300-002
湖內區羅浮里,6801300-009
湖內區義盛里,6801300-003
湖內區華陵里,6801300-008
湖內區長興里,6801300-005
湖內區霞雲里,6801300-004
湖內區高義里,6801300-010
湖口鄉三光里,6801300-006
湖口鄉三民里,6801300-001
湖口鄉奎輝里,6801300-007
湖口鄉澤仁里,6801300-002
湖口鄉羅浮里,6801300-009
湖口鄉義盛里,6801300-003
湖口鄉華陵里,6801300-008
湖口鄉長興里,6801300-005
湖口鄉霞雲里,6801300-004
湖口鄉高義里,6801300-010
湖西鄉,1001602
湖西鄉三光里,6801300-006
湖西鄉三民里,6801300-001
湖西鄉奎輝里,6801300-007
湖西鄉澤仁里,6801300-002
湖西鄉羅浮里,6801300-009
湖西鄉義盛里,6801300-003
湖西鄉華陵里,6801300-008
湖西鄉長興里,6801300-005
湖西鄉霞雲里,6801300-004
湖西鄉高義里,6801300-010
溪口鄉,1001006
溪口鄉三光里,6801300-006
溪口鄉三民里,6801300-001
溪口鄉奎輝里,6801300-007
溪口鄉澤仁里,6801300-002
溪口鄉羅浮里,6801300-009
溪口鄉義盛里,6801300-003
溪口鄉華陵里,6801300-008
溪口鄉長興里,6801300-005
溪口鄉霞雲里,6801300-004
溪口鄉高義里,6801300-010
溪州鄉,1000726
溪州鄉三光里,6801300-006
溪州鄉三民里,6801300-001
溪州鄉奎輝里,6801300-007
溪州鄉澤仁里,6801300-002
溪州鄉羅浮里,6801300-009
溪州鄉義盛里,6801300-003
溪州鄉華陵里,6801300-008
溪州鄉長興里,6801300-005
溪州鄉霞雲里,6801300-004
溪州鄉高義里,6801300-010
溪湖鎮,1000711
溪湖鎮三光里,6801300-006
溪湖鎮三民里,6801300-001
溪湖鎮奎輝里,6801300-007
溪湖鎮澤仁里,6801300-002
溪湖鎮羅浮里,6801300-009
溪湖鎮義盛里,6801300-003
溪湖鎮華陵里,6801300-008
溪湖鎮長興里,6801300-005
溪湖鎮霞雲里,6801300-004
溪湖鎮高義里,6801300-010
滿州鄉,1001324
滿州鄉三光里,6801300-006
滿州鄉三民里,6801300-001
滿州鄉奎輝里,6801300-007
滿州鄉澤仁里,6801300-002
滿州鄉羅浮里,6801300-009
滿州鄉義盛里,6801300-003
滿州鄉華陵里,6801300-008
滿州鄉長興里,6801300-005
滿州鄉霞雲里,6801300-004
滿州鄉高義里,6801300-010
潭子區,6601700
潭子區三光里,6801300-006
潭子區三民里,6801300-001
潭子區奎輝里,6801300-007
潭子區澤仁里,6801300-002
潭子區羅浮里,6801300-009
潭子區義盛里,6801300-003
潭子區華陵里,6801300-008
潭子區長興里,6801300-005
潭子區霞雲里,6801300-004
潭子區高義里,6801300-010
潮州鎮,1001302
潮州鎮三光里,6801300-006
潮州鎮三民里,6801300-001
潮州鎮奎輝里,6801300-007
潮州鎮澤仁里,6801300-002
潮州鎮羅浮里,6801300-009
潮州鎮義盛里,6801300-003
潮州鎮華陵里,6801300-008
潮州鎮長興里,6801300-005
潮州鎮霞雲里,6801300-004
潮州鎮高義里,6801300-010
澎湖縣,10016
澎湖縣七美鄉,1001606
澎湖縣七美鄉中和村,1001606-003
澎湖縣七美鄉南港村,1001606-006
澎湖縣七美鄉平和村,1001606-004
澎湖縣七美鄉東湖村,1001606-001
澎湖縣七美鄉海豐村,1001606-005
澎湖縣七美鄉西湖村,1001606-002
澎湖縣望安鄉,1001605
澎湖縣望安鄉中社村,1001605-003
澎湖縣望安鄉將軍村,1001605-005
澎湖縣望安鄉東吉村,1001605-008
澎湖縣望安鄉東坪村,1001605-006
澎湖縣望安鄉東安村,1001605-001
澎湖縣望安鄉水垵村,1001605-004
澎湖縣望安鄉花嶼村,1001605-009
澎湖縣望安鄉西坪村,1001605-007
澎湖縣望安鄉西安村,1001605-002
澎湖縣湖西鄉,1001602
澎湖縣湖西鄉中西村,1001602-011
澎湖縣湖西鄉北寮村,1001602-006
澎湖縣湖西鄉南寮村,1001602-005
澎湖縣湖西鄉城北村,1001602-016
澎湖縣湖西鄉太武村,1001602-017
澎湖縣湖西鄉尖山村,1001602-020
澎湖縣湖西鄉成功村,1001602-009
澎湖縣湖西鄉東石村,1001602-010
澎湖縣湖西鄉林投村,1001602-019
澎湖縣湖西鄉沙港村,1001602-015
澎湖縣湖西鄉湖東村,1001602-002
澎湖縣湖西鄉湖西村,1001602-001
澎湖縣湖西鄉潭邊村,1001602-012
澎湖縣湖西鄉白坑村,1001602-004
澎湖縣湖西鄉紅羅村,1001602-007
澎湖縣湖西鄉菓葉村,1001602-022
澎湖縣湖西鄉西溪村,1001602-008
澎湖縣湖西鄉許家村,1001602-014
澎湖縣湖西鄉隘門村,1001602-018
澎湖縣湖西鄉青螺村,1001602-003
澎湖縣湖西鄉鼎灣村,1001602-013
澎湖縣湖西鄉龍門村,1001602-021
澎湖縣白沙鄉,1001603
澎湖縣白沙鄉中屯村,1001603-001
澎湖縣白沙鄉吉貝村,1001603-012
澎湖縣白沙鄉員貝村,1001603-014
澎湖縣白沙鄉城前村,1001603-003
澎湖縣白沙鄉大倉村,1001603-015
澎湖縣白沙鄉小赤村,1001603-007
澎湖縣白沙鄉岐頭村,1001603-006
澎湖縣白沙鄉後寮村,1001603-010
澎湖縣白沙鄉港子村,1001603-005
澎湖縣白沙鄉瓦硐村,1001603-009
澎湖縣白沙鄉講美村,1001603-002
澎湖縣白沙鄉赤崁村,1001603-008
澎湖縣白沙鄉通梁村,1001603-011
澎湖縣白沙鄉鎮海村,1001603-004
澎湖縣白沙鄉鳥嶼村,1001603-013
澎湖縣西嶼鄉,1001604
澎湖縣西嶼鄉二崁村,1001604-006
澎湖縣西嶼鄉內垵村,1001604-010
澎湖縣西嶼鄉合界村,1001604-002
澎湖縣西嶼鄉外垵村,1001604-011
澎湖縣西嶼鄉大池村,1001604-005
澎湖縣西嶼鄉小門村,1001604-003
澎湖縣西嶼鄉橫礁村,1001604-001
澎湖縣西嶼鄉池東村,1001604-007
澎湖縣西嶼鄉池西村,1001604-008
澎湖縣西嶼鄉竹灣村,1001604-004
澎湖縣西嶼鄉赤馬村,1001604-009
澎湖縣馬公市,1001601
澎湖縣馬公市中央里,1001601-004
澎湖縣馬公市中興里,1001601-007
澎湖縣馬公市五德里,1001601-029
澎湖縣馬公市井垵里,1001601-030
澎湖縣馬公市光復里,1001601-008
澎湖縣馬公市光明里,1001601-010
澎湖縣馬公市光榮里,1001601-009
澎湖縣馬公市光華里,1001601-018
澎湖縣馬公市前寮里,1001601-019
澎湖縣馬公市啟明里,1001601-005
澎湖縣馬公市安宅里,1001601-023
澎湖縣馬公市山水里,1001601-027
澎湖縣馬公市嵵裡里,1001601-031
澎湖縣馬公市復興里,1001601-002
澎湖縣馬公市新復里,1001601-001
澎湖縣馬公市朝陽里,1001601-011
澎湖縣馬公市東文里,1001601-016
澎湖縣馬公市東衛里,1001601-022
澎湖縣馬公市案山里,1001601-017
澎湖縣馬公市桶盤里,1001601-034
澎湖縣馬公市烏崁里,1001601-024
澎湖縣馬公市石泉里,1001601-020
澎湖縣馬公市興仁里,1001601-025
澎湖縣馬公市菜園里,1001601-021
澎湖縣馬公市蒔裡里,1001601-031
澎湖縣馬公市虎井里,1001601-033
澎湖縣馬公市西文里,1001601-015
澎湖縣馬公市西衛里,1001601-014
澎湖縣馬公市重光里,1001601-013
澎湖縣馬公市重慶里,1001601-006
澎湖縣馬公市鎖港里,1001601-028
澎湖縣馬公市鐵線里,1001601-026
澎湖縣馬公市長安里,1001601-003
澎湖縣馬公市陽明里,1001601-012
澎湖縣馬公市風櫃里,1001601-032
烈嶼鄉,0902005
烈嶼鄉三光里,6801300-006
烈嶼鄉三民里,6801300-001
烈嶼鄉奎輝里,6801300-007
烈嶼鄉澤仁里,6801300-002
烈嶼鄉羅浮里,6801300-009
烈嶼鄉義盛里,6801300-003
烈嶼鄉華陵里,6801300-008
烈嶼鄉長興里,6801300-005
烈嶼鄉霞雲里,6801300-004
烈嶼鄉高義里,6801300-010
烏來區,6502900
烏來區三光里,6801300-006
烏來區三民里,6801300-001
烏來區奎輝里,6801300-007
烏來區澤仁里,6801300-002
烏來區羅浮里,6801300-009
烏來區義盛里,6801300-003
烏來區華陵里,6801300-008
烏來區長興里,6801300-005
烏來區霞雲里,6801300-004
烏來區高義里,6801300-010
烏坵鄉,0902006
烏坵鄉三光里,6801300-006
烏坵鄉三民里,6801300-001
烏坵鄉奎輝里,6801300-007
烏坵鄉澤仁里,6801300-002
烏坵鄉羅浮里,6801300-009
烏坵鄉義盛里,6801300-003
烏坵鄉華陵里,6801300-008
烏坵鄉長興里,6801300-005
烏坵鄉霞雲里,6801300-004
烏坵鄉高義里,6801300-010
烏日區,6602300
烏日區三光里,6801300-006
烏日區三民里,6801300-001
烏日區奎輝里,6801300-007
烏日區澤仁里,6801300-002
烏日區羅浮里,6801300-009
烏日區義盛里,6801300-003
烏日區華陵里,6801300-008
烏日區長興里,6801300-005
烏日區霞雲里,6801300-004
烏日區高義里,6801300-010
燕巢區,6402100
燕巢區三光里,6801300-006
燕巢區三民里,6801300-001
燕巢區奎輝里,6801300-007
燕巢區澤仁里,6801300-002
燕巢區羅浮里,6801300-009
燕巢區義盛里,6801300-003
燕巢區華陵里,6801300-008
燕巢區長興里,6801300-005
燕巢區霞雲里,6801300-004
燕巢區高義里,6801300-010
牡丹鄉,1001333
牡丹鄉三光里,6801300-006
牡丹鄉三民里,6801300-001
牡丹鄉奎輝里,6801300-007
牡丹鄉澤仁里,6801300-002
牡丹鄉羅浮里,6801300-009
牡丹鄉義盛里,6801300-003
牡丹鄉華陵里,6801300-008
牡丹鄉長興里,6801300-005
牡丹鄉霞雲里,6801300-004
牡丹鄉高義里,6801300-010
獅子鄉,1001332
獅子鄉三光里,6801300-006
獅子鄉三民里,6801300-001
獅子鄉奎輝里,6801300-007
獅子鄉澤仁里,6801300-002
獅子鄉羅浮里,6801300-009
獅子鄉義盛里,6801300-003
獅子鄉華陵里,6801300-008
獅子鄉長興里,6801300-005
獅子鄉霞雲里,6801300-004
獅子鄉高義里,6801300-010
獅潭鄉,1000517
獅潭鄉三光里,6801300-006
獅潭鄉三民里,6801300-001
獅潭鄉奎輝里,6801300-007
獅潭鄉澤仁里,6801300-002
獅潭鄉羅浮里,6801300-009
獅潭鄉義盛里,6801300-003
獅潭鄉華陵里,6801300-008
獅潭鄉長興里,6801300-005
獅潭鄉霞雲里,6801300-004
獅潭鄉高義里,6801300-010
玉井區,6702300
玉井區三光里,6801300-006
玉井區三民里,6801300-001
玉井區奎輝里,6801300-007
玉井區澤仁里,6801300-002
玉井區羅浮里,6801300-009
玉井區義盛里,6801300-003
玉井區華陵里,6801300-008
玉井區長興里,6801300-005
玉井區霞雲里,6801300-004
玉井區高義里,6801300-010
玉里鎮,1001503
玉里鎮三光里,6801300-006
玉里鎮奎輝里,6801300-007
玉里鎮澤仁里,6801300-002
玉里鎮羅浮里,6801300-009
玉里鎮義盛里,6801300-003
玉里鎮華陵里,6801300-008
玉里鎮長興里,6801300-005
玉里鎮霞雲里,6801300-004
玉里鎮高義里,6801300-010
琉球鄉,1001322
琉球鄉三光里,6801300-006
琉球鄉三民里,6801300-001
琉球鄉奎輝里,6801300-007
琉球鄉澤仁里,6801300-002
琉球鄉羅浮里,6801300-009
琉球鄉義盛里,6801300-003
琉球鄉華陵里,6801300-008
琉球鄉長興里,6801300-005
琉球鄉霞雲里,6801300-004
琉球鄉高義里,6801300-010
瑞穗鄉,1001509
瑞穗鄉三光里,6801300-006
瑞穗鄉三民里,6801300-001
瑞穗鄉奎輝里,6801300-007
瑞穗鄉澤仁里,6801300-002
瑞穗鄉羅浮里,6801300-009
瑞穗鄉義盛里,6801300-003
瑞穗鄉華陵里,6801300-008
瑞穗鄉長興里,6801300-005
瑞穗鄉霞雲里,6801300-004
瑞穗鄉高義里,6801300-010
瑞芳區,6501200
瑞芳區三光里,6801300-006
瑞芳區三民里,6801300-001
瑞芳區奎輝里,6801300-007
瑞芳區澤仁里,6801300-002
瑞芳區羅浮里,6801300-009
瑞芳區義盛里,6801300-003
瑞芳區華陵里,6801300-008
瑞芳區長興里,6801300-005
瑞芳區霞雲里,6801300-004
瑞芳區高義里,6801300-010
瑪家鄉,1001328
瑪家鄉三光里,6801300-006
瑪家鄉三民里,6801300-001
瑪家鄉奎輝里,6801300-007
瑪家鄉澤仁里,6801300-002
瑪家鄉羅浮里,6801300-009
瑪家鄉義盛里,6801300-003
瑪家鄉華陵里,6801300-008
瑪家鄉長興里,6801300-005
瑪家鄉霞雲里,6801300-004
瑪家鄉高義里,6801300-010
田中鎮,1000712
田中鎮奎輝里,6801300-007
田中鎮澤仁里,6801300-002
田中鎮羅浮里,6801300-009
田中鎮義盛里,6801300-003
田中鎮華陵里,6801300-008
田中鎮長興里,6801300-005
田中鎮霞雲里,6801300-004
田中鎮高義里,6801300-010
田寮區,6402200
田寮區三光里,6801300-006
田寮區三民里,6801300-001
田寮區奎輝里,6801300-007
田寮區澤仁里,6801300-002
田寮區羅浮里,6801300-009
田寮區義盛里,6801300-003
田寮區華陵里,6801300-008
田寮區長興里,6801300-005
田寮區霞雲里,6801300-004
田寮區高義里,6801300-010
田尾鄉,1000721
田尾鄉三光里,6801300-006
田尾鄉三民里,6801300-001
田尾鄉奎輝里,6801300-007
田尾鄉澤仁里,6801300-002
田尾鄉羅浮里,6801300-009
田尾鄉義盛里,6801300-003
田尾鄉華陵里,6801300-008
田尾鄉長興里,6801300-005
田尾鄉霞雲里,6801300-004
田尾鄉高義里,6801300-010
甲仙區,6403300
甲仙區三光里,6801300-006
甲仙區三民里,6801300-001
甲仙區奎輝里,6801300-007
甲仙區澤仁里,6801300-002
甲仙區羅浮里,6801300-009
甲仙區義盛里,6801300-003
甲仙區華陵里,6801300-008
甲仙區長興里,6801300-005
甲仙區霞雲里,6801300-004
甲仙區高義里,6801300-010
番路鄉,1001016
番路鄉三光里,6801300-006
番路鄉三民里,6801300-001
番路鄉奎輝里,6801300-007
番路鄉澤仁里,6801300-002
番路鄉羅浮里,6801300-009
番路鄉義盛里,6801300-003
番路鄉華陵里,6801300-008
番路鄉長興里,6801300-005
番路鄉霞雲里,6801300-004
番路鄉高義里,6801300-010
白沙鄉,1001603
白沙鄉三光里,6801300-006
白沙鄉三民里,6801300-001
白沙鄉奎輝里,6801300-007
白沙鄉澤仁里,6801300-002
白沙鄉羅浮里,6801300-009
白沙鄉義盛里,6801300-003
白沙鄉華陵里,6801300-008
白沙鄉長興里,6801300-005
白沙鄉霞雲里,6801300-004
白沙鄉高義里,6801300-010
白河區,6700300
白河區三光里,6801300-006
白河區三民里,6801300-001
白河區奎輝里,6801300-007
白河區澤仁里,6801300-002
白河區羅浮里,6801300-009
白河區義盛里,6801300-003
白河區華陵里,6801300-008
白河區長興里,6801300-005
白河區霞雲里,6801300-004
白河區高義里,6801300-010
石岡區,6602000
石岡區三光里,6801300-006
石岡區三民里,6801300-001
石岡區奎輝里,6801300-007
石岡區澤仁里,6801300-002
石岡區羅浮里,6801300-009
石岡區義盛里,6801300-003
石岡區華陵里,6801300-008
石岡區長興里,6801300-005
石岡區霞雲里,6801300-004
石岡區高義里,6801300-010
石碇區,6501900
石碇區三光里,6801300-006
石碇區三民里,6801300-001
石碇區奎輝里,6801300-007
石碇區澤仁里,6801300-002
石碇區羅浮里,6801300-009
石碇區義盛里,6801300-003
石碇區華陵里,6801300-008
石碇區長興里,6801300-005
石碇區霞雲里,6801300-004
石碇區高義里,6801300-010
石門區,6502200
石門區三光里,6801300-006
石門區三民里,6801300-001
石門區奎輝里,6801300-007
石門區澤仁里,6801300-002
石門區羅浮里,6801300-009
石門區義盛里,6801300-003
石門區華陵里,6801300-008
石門區長興里,6801300-005
石門區霞雲里,6801300-004
石門區高義里,6801300-010
礁溪鄉,1000205
礁溪鄉三光里,6801300-006
礁溪鄉三民里,6801300-001
礁溪鄉奎輝里,6801300-007
礁溪鄉澤仁里,6801300-002
礁溪鄉羅浮里,6801300-009
礁溪鄉義盛里,6801300-003
礁溪鄉華陵里,6801300-008
礁溪鄉長興里,6801300-005
礁溪鄉霞雲里,6801300-004
礁溪鄉高義里,6801300-010
社頭鄉,1000717
社頭鄉三光里,6801300-006
社頭鄉三民里,6801300-001
社頭鄉奎輝里,6801300-007
社頭鄉澤仁里,6801300-002
社頭鄉羅浮里,6801300-009
社頭鄉義盛里,6801300-003
社頭鄉華陵里,6801300-008
社頭鄉長興里,6801300-005
社頭鄉霞雲里,6801300-004
社頭鄉高義里,6801300-010
神岡區,6601600
神岡區三光里,6801300-006
神岡區三民里,6801300-001
神岡區奎輝里,6801300-007
神岡區澤仁里,6801300-002
神岡區羅浮里,6801300-009
神岡區義盛里,6801300-003
神岡區華陵里,6801300-008
神岡區長興里,6801300-005
神岡區霞雲里,6801300-004
神岡區高義里,6801300-010
福興鄉,1000706
福興鄉三光里,6801300-006
福興鄉三民里,6801300-001
福興鄉奎輝里,6801300-007
福興鄉澤仁里,6801300-002
福興鄉羅浮里,6801300-009
福興鄉義盛里,6801300-003
福興鄉華陵里,6801300-008
福興鄉長興里,6801300-005
福興鄉霞雲里,6801300-004
福興鄉高義里,6801300-010
秀林鄉,1001511
秀林鄉三光里,6801300-006
秀林鄉三民里,6801300-001
秀林鄉奎輝里,6801300-007
秀林鄉澤仁里,6801300-002
秀林鄉羅浮里,6801300-009
秀林鄉義盛里,6801300-003
秀林鄉華陵里,6801300-008
秀林鄉長興里,6801300-005
秀林鄉霞雲里,6801300-004
秀林鄉高義里,6801300-010
秀水鄉,1000707
秀水鄉三光里,6801300-006
秀水鄉三民里,6801300-001
秀水鄉奎輝里,6801300-007
秀水鄉澤仁里,6801300-002
秀水鄉羅浮里,6801300-009
秀水鄉義盛里,6801300-003
秀水鄉華陵里,6801300-008
秀水鄉長興里,6801300-005
秀水鄉霞雲里,6801300-004
秀水鄉高義里,6801300-010
竹北市,1000401
竹北市三光里,6801300-006
竹北市三民里,6801300-001
竹北市奎輝里,6801300-007
竹北市澤仁里,6801300-002
竹北市羅浮里,6801300-009
竹北市義盛里,6801300-003
竹北市華陵里,6801300-008
竹北市長興里,6801300-005
竹北市霞雲里,6801300-004
竹北市高義里,6801300-010
竹南鎮,1000504
竹南鎮三光里,6801300-006
竹南鎮三民里,6801300-001
竹南鎮奎輝里,6801300-007
竹南鎮澤仁里,6801300-002
竹南鎮羅浮里,6801300-009
竹南鎮義盛里,6801300-003
竹南鎮華陵里,6801300-008
竹南鎮長興里,6801300-005
竹南鎮霞雲里,6801300-004
竹南鎮高義里,6801300-010
竹塘鄉,1000725
竹塘鄉三光里,6801300-006
竹塘鄉三民里,6801300-001
竹塘鄉奎輝里,6801300-007
竹塘鄉澤仁里,6801300-002
竹塘鄉羅浮里,6801300-009
竹塘鄉義盛里,6801300-003
竹塘鄉華陵里,6801300-008
竹塘鄉長興里,6801300-005
竹塘鄉霞雲里,6801300-004
竹塘鄉高義里,6801300-010
竹山鎮,1000804
竹山鎮三光里,6801300-006
竹山鎮三民里,6801300-001
竹山鎮奎輝里,6801300-007
竹山鎮澤仁里,6801300-002
竹山鎮羅浮里,6801300-009
竹山鎮義盛里,6801300-003
竹山鎮華陵里,6801300-008
竹山鎮長興里,6801300-005
竹山鎮霞雲里,6801300-004
竹山鎮高義里,6801300-010
竹崎鄉,1001014
竹崎鄉三光里,6801300-006
竹崎鄉三民里,6801300-001
竹崎鄉奎輝里,6801300-007
竹崎鄉澤仁里,6801300-002
竹崎鄉羅浮里,6801300-009
竹崎鄉義盛里,6801300-003
竹崎鄉華陵里,6801300-008
竹崎鄉長興里,6801300-005
竹崎鄉霞雲里,6801300-004
竹崎鄉高義里,6801300-010
竹東鎮,1000402
竹東鎮三光里,6801300-006
竹東鎮三民里,6801300-001
竹東鎮奎輝里,6801300-007
竹東鎮澤仁里,6801300-002
