name,dgbas_id
嘉義縣朴子市內厝里,1001002-003
嘉義縣朴子市南竹里,1001002-027
嘉義縣朴子市博厚里,1001002-007
嘉義縣朴子市双溪里,1001002-012
嘉義縣朴子市大葛里,1001002-017
嘉義縣朴子市大鄉里,1001002-016
嘉義縣朴子市安福里,1001002-001
嘉義縣朴子市崁前里,1001002-020
嘉義縣朴子市崁後里,1001002-022
嘉義縣朴子市平和里,1001002-002
嘉義縣朴子市德家里,1001002-023
嘉義縣朴子市德興里,1001002-014
嘉義縣朴子市文化里,1001002-008
嘉義縣朴子市新寮里,1001002-011
嘉義縣朴子市新庄里,1001002-024
嘉義縣朴子市松華里,1001002-026
嘉義縣朴子市梅華里,1001002-025
嘉義縣朴子市永和里,1001002-009
嘉義縣朴子市溪口里,1001002-013
嘉義縣朴子市竹圍里,1001002-010
嘉義縣朴子市竹村里,1001002-019
嘉義縣朴子市開元里,1001002-004
嘉義縣朴子市雙溪里,1001002-012
嘉義縣朴子市順天里,1001002-005
嘉義縣朴子市順安里,1001002-021
嘉義縣東石鄉,1001009
嘉義縣東石鄉三家村,1001009-005
嘉義縣東石鄉下揖村,1001009-010
嘉義縣東石鄉下楫村,1001009-010
嘉義縣東石鄉副瀨村,1001009-009
嘉義縣東石鄉圍潭村,1001009-015
嘉義縣東石鄉型厝村,1001009-003
嘉義縣東石鄉塭仔村,1001009-019
嘉義縣東石鄉塭港村,1001009-004
嘉義縣東石鄉掌潭村,1001009-021
嘉義縣東石鄉東崙村,1001009-017
嘉義縣東石鄉東石村,1001009-001
嘉義縣東石鄉永屯村,1001009-006
嘉義縣東石鄉洲仔村,1001009-016
嘉義縣東石鄉海埔村,1001009-007
嘉義縣東石鄉港口村,1001009-022
嘉義縣東石鄉港墘村,1001009-013
嘉義縣東石鄉溪下村,1001009-012
嘉義縣東石鄉猿樹村,1001009-002
嘉義縣東石鄉網寮村,1001009-020
嘉義縣東石鄉蔦松村,1001009-014
嘉義縣東石鄉西崙村,1001009-018
嘉義縣東石鄉頂揖村,1001009-011
嘉義縣東石鄉頂楫村,1001009-011
嘉義縣東石鄉鰲鼓村,1001009-023
嘉義縣東石鄉龍港村,1001009-008
嘉義縣梅山鄉,1001015
嘉義縣梅山鄉半天村,1001015-007
嘉義縣梅山鄉双溪村,1001015-010
嘉義縣梅山鄉圳北村,1001015-008
嘉義縣梅山鄉圳南村,1001015-005
嘉義縣梅山鄉大南村,1001015-009
嘉義縣梅山鄉太和村,1001015-017
嘉義縣梅山鄉太平村,1001015-012
嘉義縣梅山鄉太興村,1001015-014
嘉義縣梅山鄉安靖村,1001015-011
嘉義縣梅山鄉梅北村,1001015-004
嘉義縣梅山鄉梅南村,1001015-002
嘉義縣梅山鄉梅東村,1001015-001
嘉義縣梅山鄉永興村,1001015-006
嘉義縣梅山鄉瑞峯村,1001015-015
嘉義縣梅山鄉瑞峰村,1001015-015
嘉義縣梅山鄉瑞里村,1001015-016
嘉義縣梅山鄉碧湖村,1001015-013
嘉義縣梅山鄉過山村,1001015-003
嘉義縣梅山鄉雙溪村,1001015-010
嘉義縣梅山鄉龍眼村,1001015-018
嘉義縣民雄鄉,1001005
嘉義縣民雄鄉三興村,1001005-013
嘉義縣民雄鄉中和村,1001005-009
嘉義縣民雄鄉中央村,1001005-021
嘉義縣民雄鄉中樂村,1001005-002
嘉義縣民雄鄉北斗村,1001005-022
嘉義縣民雄鄉双福村,1001005-023
嘉義縣民雄鄉大崎村,1001005-024
嘉義縣民雄鄉寮頂村,1001005-004
嘉義縣民雄鄉山中村,1001005-020
嘉義縣民雄鄉平和村,1001005-010
嘉義縣民雄鄉文隆村,1001005-019
嘉義縣民雄鄉東榮村,1001005-001
嘉義縣民雄鄉東湖村,1001005-006
嘉義縣民雄鄉東興村,1001005-014
嘉義縣民雄鄉松山村,1001005-026
嘉義縣民雄鄉福樂村,1001005-028
嘉義縣民雄鄉福權村,1001005-005
嘉義縣民雄鄉福興村,1001005-018
嘉義縣民雄鄉秀林村,1001005-025
嘉義縣民雄鄉興中村,1001005-016
嘉義縣民雄鄉興南村,1001005-017
嘉義縣民雄鄉菁埔村,1001005-008
嘉義縣民雄鄉西安村,1001005-003
嘉義縣民雄鄉西昌村,1001005-011
嘉義縣民雄鄉豊收村,1001005-012
嘉義縣民雄鄉豐收村,1001005-012
嘉義縣民雄鄉金興村,1001005-027
嘉義縣民雄鄉鎮北村,1001005-015
嘉義縣民雄鄉雙福村,1001005-023
嘉義縣民雄鄉頂崙村,1001005-007
嘉義縣水上鄉,1001012
嘉義縣水上鄉三和村,1001012-008
嘉義縣水上鄉三界村,1001012-023
嘉義縣水上鄉三鎮村,1001012-010
嘉義縣水上鄉下寮村,1001012-007
嘉義縣水上鄉中庄村,1001012-021
嘉義縣水上鄉內溪村,1001012-025
嘉義縣水上鄉南和村,1001012-012
嘉義縣水上鄉南鄉村,1001012-022
嘉義縣水上鄉回歸村,1001012-009
嘉義縣水上鄉國姓村,1001012-024
嘉義縣水上鄉塗溝村,1001012-005
嘉義縣水上鄉大堀村,1001012-003
嘉義縣水上鄉大崙村,1001012-004
嘉義縣水上鄉寬士村,1001012-018
嘉義縣水上鄉忠和村,1001012-020
嘉義縣水上鄉柳新村,1001012-017
嘉義縣水上鄉柳林村,1001012-015
嘉義縣水上鄉柳鄉村,1001012-016
嘉義縣水上鄉民生村,1001012-019
嘉義縣水上鄉水上村,1001012-001
嘉義縣水上鄉水頭村,1001012-002
嘉義縣水上鄉溪洲村,1001012-014
嘉義縣水上鄉粗溪村,1001012-006
嘉義縣水上鄉義興村,1001012-026
嘉義縣水上鄉靖和村,1001012-011
嘉義縣水上鄉龍德村,1001012-013
嘉義縣溪口鄉,1001006
嘉義縣溪口鄉坪頂村,1001006-014
嘉義縣溪口鄉妙崙村,1001006-013
嘉義縣溪口鄉本厝村,1001006-010
嘉義縣溪口鄉林腳村,1001006-007
嘉義縣溪口鄉柳溝村,1001006-011
嘉義縣溪口鄉柴林村,1001006-006
嘉義縣溪口鄉游東村,1001006-004
嘉義縣溪口鄉游西村,1001006-005
嘉義縣溪口鄉溪北村,1001006-003
嘉義縣溪口鄉溪東村,1001006-001
嘉義縣溪口鄉溪西村,1001006-002
嘉義縣溪口鄉疊溪村,1001006-012
嘉義縣溪口鄉美北村,1001006-009
嘉義縣溪口鄉美南村,1001006-008
嘉義縣番路鄉,1001016
嘉義縣番路鄉下坑村,1001016-004
嘉義縣番路鄉內甕村,1001016-002
嘉義縣番路鄉公田村,1001016-009
嘉義縣番路鄉公興村,1001016-010
嘉義縣番路鄉大湖村,1001016-008
嘉義縣番路鄉新福村,1001016-003
嘉義縣番路鄉民和村,1001016-006
嘉義縣番路鄉江西村,1001016-001
嘉義縣番路鄉番路村,1001016-005
嘉義縣番路鄉草山村,1001016-011
嘉義縣番路鄉觸口村,1001016-007
嘉義縣竹崎鄉,1001014
嘉義縣竹崎鄉中和村,1001014-023
嘉義縣竹崎鄉仁壽村,1001014-022
嘉義縣竹崎鄉光華村,1001014-024
嘉義縣竹崎鄉內埔村,1001014-011
嘉義縣竹崎鄉和平村,1001014-002
嘉義縣竹崎鄉坑頭村,1001014-003
嘉義縣竹崎鄉塘興村,1001014-015
嘉義縣竹崎鄉復金村,1001014-020
嘉義縣竹崎鄉文峯村,1001014-018
嘉義縣竹崎鄉文峰村,1001014-018
嘉義縣竹崎鄉昇平村,1001014-012
嘉義縣竹崎鄉桃源村,1001014-014
嘉義縣竹崎鄉沙坑村,1001014-004
嘉義縣竹崎鄉灣橋村,1001014-008
嘉義縣竹崎鄉獅埜村,1001014-005
嘉義縣竹崎鄉白杞村,1001014-013
嘉義縣竹崎鄉竹崎村,1001014-001
嘉義縣竹崎鄉紫雲村,1001014-010
嘉義縣竹崎鄉緞繻村,1001014-021
嘉義縣竹崎鄉義仁村,1001014-007
嘉義縣竹崎鄉義和村,1001014-006
嘉義縣竹崎鄉義隆村,1001014-016
嘉義縣竹崎鄉金獅村,1001014-019
嘉義縣竹崎鄉鹿滿村,1001014-009
嘉義縣竹崎鄉龍山村,1001014-017
嘉義縣義竹鄉,1001010
嘉義縣義竹鄉中平村,1001010-008
嘉義縣義竹鄉五厝村,1001010-007
嘉義縣義竹鄉仁里村,1001010-004
嘉義縣義竹鄉傳芳村,1001010-005
嘉義縣義竹鄉六桂村,1001010-003
嘉義縣義竹鄉北華村,1001010-012
嘉義縣義竹鄉埤前村,1001010-009
嘉義縣義竹鄉官和村,1001010-016
嘉義縣義竹鄉官順村,1001010-017
嘉義縣義竹鄉岸腳村,1001010-001
嘉義縣義竹鄉平溪村,1001010-010
嘉義縣義竹鄉後鎮村,1001010-011
嘉義縣義竹鄉新富村,1001010-018
嘉義縣義竹鄉新店村,1001010-013
嘉義縣義竹鄉東光村,1001010-019
嘉義縣義竹鄉東榮村,1001010-020
嘉義縣義竹鄉東過村,1001010-014
嘉義縣義竹鄉溪洲村,1001010-022
嘉義縣義竹鄉義竹村,1001010-002
嘉義縣義竹鄉西過村,1001010-015
嘉義縣義竹鄉頭竹村,1001010-006
嘉義縣義竹鄉龍蛟村,1001010-021
嘉義縣阿里山鄉,1001018
嘉義縣阿里山鄉中山村,1001018-001
嘉義縣阿里山鄉中正村,1001018-002
嘉義縣阿里山鄉來吉村,1001018-005
嘉義縣阿里山鄉十字村,1001018-004
嘉義縣阿里山鄉山美村,1001018-010
嘉義縣阿里山鄉新美村,1001018-011
嘉義縣阿里山鄉樂野村,1001018-008
嘉義縣阿里山鄉茶山村,1001018-012
嘉義縣阿里山鄉豐山村,1001018-006
嘉義縣阿里山鄉達邦村,1001018-007
嘉義縣阿里山鄉里佳村,1001018-009
嘉義縣阿里山鄉香林村,1001018-003
嘉義縣鹿草鄉,1001011
嘉義縣鹿草鄉三角村,1001011-014
嘉義縣鹿草鄉下潭村,1001011-008
嘉義縣鹿草鄉下麻村,1001011-015
嘉義縣鹿草鄉光潭村,1001011-009
嘉義縣鹿草鄉後堀村,1001011-013
嘉義縣鹿草鄉後寮村,1001011-001
嘉義縣鹿草鄉施家村,1001011-007
嘉義縣鹿草鄉松竹村,1001011-011
嘉義縣鹿草鄉碧潭村,1001011-010
嘉義縣鹿草鄉竹山村,1001011-012
嘉義縣鹿草鄉西井村,1001011-004
嘉義縣鹿草鄉豊稠村,1001011-005
嘉義縣鹿草鄉豐稠村,1001011-005
嘉義縣鹿草鄉重寮村,1001011-006
嘉義縣鹿草鄉鹿東村,1001011-002
嘉義縣鹿草鄉鹿草村,1001011-003
四湖鄉,1000918
四湖鄉三光里,6801300-006
四湖鄉三民里,6801300-001
四湖鄉奎輝里,6801300-007
四湖鄉澤仁里,6801300-002
四湖鄉羅浮里,6801300-009
四湖鄉義盛里,6801300-003
四湖鄉華陵里,6801300-008
四湖鄉長興里,6801300-005
四湖鄉霞雲里,6801300-004
四湖鄉高義里,6801300-010
國姓鄉,1000810
國姓鄉三光里,6801300-006
國姓鄉三民里,6801300-001
國姓鄉奎輝里,6801300-007
國姓鄉澤仁里,6801300-002
國姓鄉羅浮里,6801300-009
國姓鄉義盛里,6801300-003
國姓鄉華陵里,6801300-008
國姓鄉長興里,6801300-005
國姓鄉霞雲里,6801300-004
國姓鄉高義里,6801300-010
土城區,6501300
土城區三光里,6801300-006
土城區三民里,6801300-001
土城區奎輝里,6801300-007
土城區澤仁里,6801300-002
土城區羅浮里,6801300-009
土城區義盛里,6801300-003
土城區華陵里,6801300-008
土城區長興里,6801300-005
土城區霞雲里,6801300-004
土城區高義里,6801300-010
土庫鎮,1000905
土庫鎮三光里,6801300-006
土庫鎮三民里,6801300-001
土庫鎮奎輝里,6801300-007
土庫鎮澤仁里,6801300-002
土庫鎮羅浮里,6801300-009
土庫鎮義盛里,6801300-003
土庫鎮華陵里,6801300-008
土庫鎮長興里,6801300-005
土庫鎮霞雲里,6801300-004
土庫鎮高義里,6801300-010
坪林區,6502000
坪林區三光里,6801300-006
坪林區三民里,6801300-001
坪林區奎輝里,6801300-007
坪林區澤仁里,6801300-002
坪林區羅浮里,6801300-009
坪林區義盛里,6801300-003
坪林區華陵里,6801300-008
坪林區長興里,6801300-005
坪林區霞雲里,6801300-004
坪林區高義里,6801300-010
埔心鄉,1000715
埔心鄉三光里,6801300-006
埔心鄉三民里,6801300-001
埔心鄉奎輝里,6801300-007
埔心鄉澤仁里,6801300-002
埔心鄉羅浮里,6801300-009
埔心鄉義盛里,6801300-003
埔心鄉華陵里,6801300-008
埔心鄉長興里,6801300-005
埔心鄉霞雲里,6801300-004
埔心鄉高義里,6801300-010
埔里鎮,1000802
埔里鎮三光里,6801300-006
埔里鎮三民里,6801300-001
埔里鎮奎輝里,6801300-007
埔里鎮澤仁里,6801300-002
埔里鎮羅浮里,6801300-009
埔里鎮義盛里,6801300-003
埔里鎮華陵里,6801300-008
埔里鎮長興里,6801300-005
埔里鎮霞雲里,6801300-004
埔里鎮高義里,6801300-010
埔鹽鄉,1000714
埔鹽鄉三光里,6801300-006
埔鹽鄉三民里,6801300-001
埔鹽鄉奎輝里,6801300-007
埔鹽鄉澤仁里,6801300-002
埔鹽鄉羅浮里,6801300-009
埔鹽鄉義盛里,6801300-003
埔鹽鄉華陵里,6801300-008
埔鹽鄉長興里,6801300-005
埔鹽鄉霞雲里,6801300-004
埔鹽鄉高義里,6801300-010
埤頭鄉,1000722
埤頭鄉三光里,6801300-006
埤頭鄉三民里,6801300-001
埤頭鄉奎輝里,6801300-007
埤頭鄉澤仁里,6801300-002
埤頭鄉羅浮里,6801300-009
埤頭鄉義盛里,6801300-003
埤頭鄉華陵里,6801300-008
埤頭鄉長興里,6801300-005
埤頭鄉霞雲里,6801300-004
埤頭鄉高義里,6801300-010
基隆市,10017
基隆市七堵區,1001702
基隆市七堵區八德里,1001702-006
基隆市七堵區六堵里,1001702-008
基隆市七堵區友一里,1001702-015
基隆市七堵區友二里,1001702-016
基隆市七堵區堵北里,1001702-010
基隆市七堵區堵南里,1001702-011
基隆市七堵區富民里,1001702-003
基隆市七堵區實踐里,1001702-019
基隆市七堵區正光里,1001702-002
基隆市七堵區正明里,1001702-017
基隆市七堵區永安里,1001702-005
基隆市七堵區永平里,1001702-004
基隆市七堵區泰安里,1001702-009
基隆市七堵區瑪南里,1001702-012
基隆市七堵區瑪東里,1001702-013
基隆市七堵區瑪西里,1001702-014
基隆市七堵區百福里,1001702-018
基隆市七堵區自強里,1001702-007
基隆市七堵區長安里,1001702-020
基隆市七堵區長興里,1001702-001
基隆市中山區,1001705
基隆市中山區中和里,1001705-021
基隆市中山區中山里,1001705-004
基隆市中山區中興里,1001705-006
基隆市中山區仁正里,1001705-007
基隆市中山區仙洞里,1001705-014
基隆市中山區健民里,1001705-008
基隆市中山區協和里,1001705-012
基隆市中山區和平里,1001705-023
基隆市中山區和慶里,1001705-024
基隆市中山區太白里,1001705-015
基隆市中山區安平里,1001705-003
基隆市中山區安民里,1001705-002
基隆市中山區居仁里,1001705-010
基隆市中山區德和里,1001705-020
基隆市中山區德安里,1001705-022
基隆市中山區文化里,1001705-013
基隆市中山區新建里,1001705-001
基隆市中山區民治里,1001705-005
基隆市中山區西定里,1001705-018
基隆市中山區西康里,1001705-019
基隆市中山區西榮里,1001705-016
基隆市中山區西華里,1001705-017
基隆市中山區通化里,1001705-009
基隆市中山區通明里,1001705-011
基隆市中正區,1001701
基隆市中正區中正里,1001701-023
基隆市中正區中濱里,1001701-014
基隆市中正區中砂里,1001701-009
基隆市中正區中船里,1001701-006
基隆市中正區信義里,1001701-003
基隆市中正區入船里,1001701-008
基隆市中正區八斗里,1001701-019
基隆市中正區和憲里,1001701-017
基隆市中正區平寮里,1001701-018
基隆市中正區建國里,1001701-013
基隆市中正區德義里,1001701-001
基隆市中正區新富里,1001701-026
基隆市中正區新豐里,1001701-025
基隆市中正區正濱里,1001701-024
基隆市中正區正砂里,1001701-010
基隆市中正區正義里,1001701-002
基隆市中正區正船里,1001701-007
基隆市中正區海濱里,1001701-015
基隆市中正區港通里,1001701-005
基隆市中正區真砂里,1001701-011
基隆市中正區砂子里,1001701-022
基隆市中正區砂灣里,1001701-012
基隆市中正區碧砂里,1001701-020
基隆市中正區社寮里,1001701-016
基隆市中正區義重里,1001701-004
基隆市中正區長潭里,1001701-021
基隆市仁愛區,1001704
基隆市仁愛區仁德里,1001704-009
基隆市仁愛區兆連里,1001704-021
基隆市仁愛區光華里,1001704-029
基隆市仁愛區博愛里,1001704-010
基隆市仁愛區吉仁里,1001704-013
基隆市仁愛區同風里,1001704-026
基隆市仁愛區和明里,1001704-006
基隆市仁愛區崇文里,1001704-019
基隆市仁愛區德厚里,1001704-017
基隆市仁愛區忠勇里,1001704-007
基隆市仁愛區文安里,1001704-020
基隆市仁愛區文昌里,1001704-027
基隆市仁愛區新店里,1001704-028
基隆市仁愛區明德里,1001704-025
基隆市仁愛區智仁里,1001704-005
基隆市仁愛區曲水里,1001704-018
基隆市仁愛區書院里,1001704-023
基隆市仁愛區朝棟里,1001704-024
基隆市仁愛區林泉里,1001704-001
基隆市仁愛區水錦里,1001704-004
基隆市仁愛區獅球里,1001704-022
基隆市仁愛區玉田里,1001704-008
基隆市仁愛區福仁里,1001704-011
基隆市仁愛區育仁里,1001704-014
基隆市仁愛區花崗里,1001704-002
基隆市仁愛區英仁里,1001704-015
基隆市仁愛區虹橋里,1001704-003
基隆市仁愛區誠仁里,1001704-012
基隆市仁愛區龍門里,1001704-016
基隆市信義區,1001707
基隆市信義區仁壽里,1001707-001
基隆市信義區仁義里,1001707-002
基隆市信義區信綠里,1001707-011
基隆市信義區孝岡里,1001707-015
基隆市信義區孝德里,1001707-019
基隆市信義區孝忠里,1001707-020
基隆市信義區孝深里,1001707-017
基隆市信義區孝賢里,1001707-018
基隆市信義區智慧里,1001707-007
基隆市信義區智誠里,1001707-008
基隆市信義區東信里,1001707-016
基隆市信義區東光里,1001707-012
基隆市信義區東安里,1001707-014
基隆市信義區東明里,1001707-013
基隆市信義區禮儀里,1001707-009
基隆市信義區禮東里,1001707-010
基隆市信義區義和里,1001707-006
基隆市信義區義幸里,1001707-004
基隆市信義區義昭里,1001707-003
基隆市信義區義民里,1001707-005
基隆市安樂區,1001706
基隆市安樂區七賢里,1001706-019
基隆市安樂區三民里,1001706-015
基隆市安樂區中崙里,1001706-012
基隆市安樂區五福里,1001706-017
基隆市安樂區內寮里,1001706-013
基隆市安樂區六合里,1001706-018
基隆市安樂區嘉仁里,1001706-008
基隆市安樂區四維里,1001706-016
基隆市安樂區壯觀里,1001706-025
基隆市安樂區外寮里,1001706-011
基隆市安樂區安和里,1001706-009
基隆市安樂區定國里,1001706-002
基隆市安樂區定邦里,1001706-004
基隆市安樂區干城里,1001706-006
基隆市安樂區慈仁里,1001706-005
基隆市安樂區新崙里,1001706-014
基隆市安樂區新西里,1001706-003
基隆市安樂區樂一里,1001706-010
基隆市安樂區武崙里,1001706-021
基隆市安樂區永康里,1001706-007
基隆市安樂區興寮里,1001706-023
基隆市安樂區西川里,1001706-001
基隆市安樂區長樂里,1001706-022
基隆市安樂區鶯安里,1001706-024
基隆市安樂區鶯歌里,1001706-020
基隆市暖暖區,1001703
基隆市暖暖區八中里,1001703-011
基隆市暖暖區八南里,1001703-003
基隆市暖暖區八堵里,1001703-002
基隆市暖暖區八西里,1001703-001
基隆市暖暖區暖同里,1001703-007
基隆市暖暖區暖暖里,1001703-008
基隆市暖暖區暖東里,1001703-009
基隆市暖暖區暖西里,1001703-010
基隆市暖暖區碇內里,1001703-005
基隆市暖暖區碇和里,1001703-006
基隆市暖暖區碇安里,1001703-012
基隆市暖暖區碇祥里,1001703-013
基隆市暖暖區過港里,1001703-004
士林區,6301100
士林區三光里,6801300-006
士林區三民里,6801300-001
士林區奎輝里,6801300-007
士林區澤仁里,6801300-002
士林區羅浮里,6801300-009
士林區義盛里,6801300-003
士林區華陵里,6801300-008
士林區長興里,6801300-005
士林區霞雲里,6801300-004
士林區高義里,6801300-010
壯圍鄉,1000206
壯圍鄉三光里,6801300-006
壯圍鄉三民里,6801300-001
壯圍鄉奎輝里,6801300-007
壯圍鄉澤仁里,6801300-002
壯圍鄉羅浮里,6801300-009
壯圍鄉義盛里,6801300-003
壯圍鄉華陵里,6801300-008
壯圍鄉長興里,6801300-005
壯圍鄉霞雲里,6801300-004
壯圍鄉高義里,6801300-010
壽豐鄉,1001506
壽豐鄉三光里,6801300-006
壽豐鄉三民里,6801300-001
壽豐鄉奎輝里,6801300-007
壽豐鄉澤仁里,6801300-002
壽豐鄉羅浮里,6801300-009
壽豐鄉義盛里,6801300-003
壽豐鄉華陵里,6801300-008
壽豐鄉長興里,6801300-005
壽豐鄉霞雲里,6801300-004
壽豐鄉高義里,6801300-010
外埔區,6602100
外埔區三光里,6801300-006
外埔區三民里,6801300-001
外埔區奎輝里,6801300-007
外埔區澤仁里,6801300-002
外埔區羅浮里,6801300-009
外埔區義盛里,6801300-003
外埔區華陵里,6801300-008
外埔區長興里,6801300-005
外埔區霞雲里,6801300-004
外埔區高義里,6801300-010
大內區,6701100
大內區三光里,6801300-006
大內區三民里,6801300-001
大內區奎輝里,6801300-007
大內區澤仁里,6801300-002
大內區羅浮里,6801300-009
大內區義盛里,6801300-003
大內區華陵里,6801300-008
大內區長興里,6801300-005
大內區霞雲里,6801300-004
大內區高義里,6801300-010
大同區,6300600
大同區三光里,6801300-006
大同區三民里,6801300-001
大同區奎輝里,6801300-007
大同區澤仁里,6801300-002
大同區羅浮里,6801300-009
大同區義盛里,6801300-003
大同區華陵里,6801300-008
大同區長興里,6801300-005
大同區霞雲里,6801300-004
大同區高義里,6801300-010
大同鄉,1000211
大同鄉三光里,6801300-006
大同鄉三民里,6801300-001
大同鄉奎輝里,6801300-007
大同鄉澤仁里,6801300-002
大同鄉羅浮里,6801300-009
大同鄉義盛里,6801300-003
大同鄉華陵里,6801300-008
大同鄉長興里,6801300-005
大同鄉霞雲里,6801300-004
大同鄉高義里,6801300-010
大園區,6800600
大園區三光里,6801300-006
大園區三民里,6801300-001
大園區奎輝里,6801300-007
大園區澤仁里,6801300-002
大園區羅浮里,6801300-009
大園區義盛里,6801300-003
大園區華陵里,6801300-008
大園區長興里,6801300-005
大園區霞雲里,6801300-004
大園區高義里,6801300-010
大城鄉,1000724
大城鄉三光里,6801300-006
大城鄉三民里,6801300-001
大城鄉奎輝里,6801300-007
大城鄉澤仁里,6801300-002
大城鄉羅浮里,6801300-009
大城鄉義盛里,6801300-003
大城鄉華陵里,6801300-008
大城鄉長興里,6801300-005
大城鄉霞雲里,6801300-004
大城鄉高義里,6801300-010
大埔鄉,1001017
大埔鄉三光里,6801300-006
大埔鄉三民里,6801300-001
大埔鄉奎輝里,6801300-007
大埔鄉澤仁里,6801300-002
大埔鄉羅浮里,6801300-009
大埔鄉義盛里,6801300-003
大埔鄉華陵里,6801300-008
大埔鄉長興里,6801300-005
大埔鄉霞雲里,6801300-004
大埔鄉高義里,6801300-010
大埤鄉,1000908
大埤鄉三光里,6801300-006
大埤鄉三民里,6801300-001
大埤鄉奎輝里,6801300-007
大埤鄉澤仁里,6801300-002
大埤鄉羅浮里,6801300-009
大埤鄉義盛里,6801300-003
大埤鄉華陵里,6801300-008
大埤鄉長興里,6801300-005
大埤鄉霞雲里,6801300-004
大埤鄉高義里,6801300-010
大寮區,6401400
大寮區三光里,6801300-006
大寮區三民里,6801300-001
大寮區奎輝里,6801300-007
大寮區澤仁里,6801300-002
大寮區羅浮里,6801300-009
大寮區義盛里,6801300-003
大寮區華陵里,6801300-008
大寮區長興里,6801300-005
大寮區霞雲里,6801300-004
大寮區高義里,6801300-010
大村鄉,1000713
大村鄉三光里,6801300-006
大村鄉三民里,6801300-001
大村鄉奎輝里,6801300-007
大村鄉澤仁里,6801300-002
大村鄉羅浮里,6801300-009
大村鄉義盛里,6801300-003
大村鄉華陵里,6801300-008
大村鄉長興里,6801300-005
大村鄉霞雲里,6801300-004
大村鄉高義里,6801300-010
大林鎮,1001004
大林鎮三光里,6801300-006
大林鎮三民里,6801300-001
大林鎮奎輝里,6801300-007
大林鎮澤仁里,6801300-002
大林鎮羅浮里,6801300-009
大林鎮義盛里,6801300-003
大林鎮華陵里,6801300-008
大林鎮長興里,6801300-005
大林鎮霞雲里,6801300-004
大林鎮高義里,6801300-010
大樹區,6401500
大樹區三光里,6801300-006
大樹區三民里,6801300-001
大樹區奎輝里,6801300-007
大樹區澤仁里,6801300-002
大樹區羅浮里,6801300-009
大樹區義盛里,6801300-003
大樹區華陵里,6801300-008
大樹區長興里,6801300-005
大樹區霞雲里,6801300-004
大樹區高義里,6801300-010
大武鄉,1001410
大武鄉三光里,6801300-006
大武鄉三民里,6801300-001
大武鄉奎輝里,6801300-007
大武鄉澤仁里,6801300-002
大武鄉羅浮里,6801300-009
大武鄉義盛里,6801300-003
大武鄉華陵里,6801300-008
大武鄉長興里,6801300-005
大武鄉霞雲里,6801300-004
大武鄉高義里,6801300-010
大湖鄉,1000508
大湖鄉三光里,6801300-006
大湖鄉三民里,6801300-001
大湖鄉奎輝里,6801300-007
大湖鄉澤仁里,6801300-002
大湖鄉羅浮里,6801300-009
大湖鄉義盛里,6801300-003
大湖鄉華陵里,6801300-008
大湖鄉長興里,6801300-005
大湖鄉霞雲里,6801300-004
大湖鄉高義里,6801300-010
大溪區,6800300
大溪區三光里,6801300-006
大溪區三民里,6801300-001
大溪區奎輝里,6801300-007
大溪區澤仁里,6801300-002
大溪區羅浮里,6801300-009
大溪區義盛里,6801300-003
大溪區華陵里,6801300-008
大溪區長興里,6801300-005
大溪區霞雲里,6801300-004
大溪區高義里,6801300-010
大甲區,6601100
大甲區三光里,6801300-006
大甲區三民里,6801300-001
大甲區奎輝里,6801300-007
大甲區澤仁里,6801300-002
大甲區羅浮里,6801300-009
大甲區義盛里,6801300-003
大甲區華陵里,6801300-008
大甲區長興里,6801300-005
大甲區霞雲里,6801300-004
大甲區高義里,6801300-010
大社區,6401600
大社區三光里,6801300-006
大社區三民里,6801300-001
大社區奎輝里,6801300-007
大社區澤仁里,6801300-002
大社區羅浮里,6801300-009
大社區義盛里,6801300-003
大社區華陵里,6801300-008
大社區長興里,6801300-005
大社區霞雲里,6801300-004
大社區高義里,6801300-010
大肚區,6602400
大肚區三光里,6801300-006
大肚區三民里,6801300-001
大肚區奎輝里,6801300-007
大肚區澤仁里,6801300-002
大肚區羅浮里,6801300-009
大肚區義盛里,6801300-003
大肚區華陵里,6801300-008
大肚區長興里,6801300-005
大肚區霞雲里,6801300-004
大肚區高義里,6801300-010
大里區,6602800
大里區三光里,6801300-006
大里區三民里,6801300-001
大里區奎輝里,6801300-007
大里區澤仁里,6801300-002
大里區羅浮里,6801300-009
大里區義盛里,6801300-003
大里區華陵里,6801300-008
大里區長興里,6801300-005
大里區霞雲里,6801300-004
大里區高義里,6801300-010
大雅區,6601800
大雅區三光里,6801300-006
大雅區三民里,6801300-001
大雅區奎輝里,6801300-007
大雅區澤仁里,6801300-002
大雅區羅浮里,6801300-009
大雅區義盛里,6801300-003
大雅區華陵里,6801300-008
大雅區長興里,6801300-005
大雅區霞雲里,6801300-004
大雅區高義里,6801300-010
太保市,1001001
太保市三光里,6801300-006
太保市三民里,6801300-001
太保市奎輝里,6801300-007
太保市澤仁里,6801300-002
太保市羅浮里,6801300-009
太保市義盛里,6801300-003
太保市華陵里,6801300-008
太保市長興里,6801300-005
太保市霞雲里,6801300-004
太保市高義里,6801300-010
太平區,6602700
太平區三光里,6801300-006
太平區三民里,6801300-001
太平區奎輝里,6801300-007
太平區澤仁里,6801300-002
太平區羅浮里,6801300-009
太平區義盛里,6801300-003
太平區華陵里,6801300-008
太平區長興里,6801300-005
太平區霞雲里,6801300-004
太平區高義里,6801300-010
